,Invoice_#,Clerk,SKU,Name,Quantity,Net_Price,Total_Sale,COGS,Profit,Margin,Tender
3641,92828B,06,PSBZ83234MR,8-32X3/4 MACHINE SCREWS,1.0,3.29,3.29,1.61,1.68,51.1,Debit
3642,92828B,06,NUT,ASSORTED NUTS & BOLT & W,0.01,19.99,0.2,0.05,0.15,75.0,Debit
3643,92843A,23,421401, SUPER ORANGE CAULKING GU,1.0,9.99,9.99,5.25,4.74,47.4,"CHA-115
"
3644,92843A,23,DUCTGREEN55,DUCT TAPE GREEN 55M,1.0,13.99,13.99,7.53,6.46,46.2,"CHA-115
"
3645,92844B,06,750116, HYDRAULIC WATER STOP CEM,1.0,25.99,25.99,15.03,10.96,42.2,Mastercard
3646,92849B,06,T50441," #0 x 4"" ROBERTSON SCREWD",1.0,7.29,7.29,3.64,3.65,50.1,"CHA-887
"
3647,92856B,23,FKWZ6114VP," #6X1-1/4"" FH WOOD SCREWS",1.0,7.19,7.19,3.58,3.61,50.2,Visa
3648,92856B,23,FKWZ61VP," #6X1"" FH WOOD SCREWS ZIN",1.0,6.49,6.49,3.22,3.27,50.4,Visa
3649,92856B,23,FKWZ512VP,"5X1/2"" WOOD SCREWS",1.0,5.69,5.69,2.83,2.86,50.3,Visa
3650,92865B,06,T74545," TARP ZIPPER QSR HD 3""X7'",1.0,33.99,33.99,21.78,12.21,35.9,Debit
3651,92865B,06,62450,"24""X50' CARPET PROTECTIO",1.0,29.99,29.99,19.4,10.59,35.3,Debit
3652,92866A,23,421446, BLACK REGULAR 40PK GARBA,1.0,10.68,10.68,10.68,0.0, 0.0,Debit
3653,92872B,06,114456, DRY KRAFT BUILDING PAPER,1.0,25.99,25.99,16.2,9.79,37.7,"CHA-0308
"
3654,92872B,06,GREEN3," GREEN PAINTERS TAPE 3""x",1.0,16.99,16.99,9.52,7.47,44.0,"CHA-0308
"
3655,92874A,23,12.002, CLEAR PACKAGING TAPE,1.0,3.99,3.99,1.96,2.03,50.9,Visa
3656,92876B,23,NP1TAN, NP1 TAN 300ML,1.0,11.99,11.99,7.4,4.59,38.3,Visa
3657,92878B,23,PN90200,"VELCRO 4X2"" 2 SETS STRIP",2.0,5.391,10.78,5.04,5.74,53.2,Visa
3658,92880B,23,PWZM8MR,METRIC FLAT WASHER ZP M8,-1.0,-2.961,-2.96,-1.61,-1.35, -45.6,Visa
3659,92880B,23,PPMZM830MR, M8 30MM MACHINE SCREW PA,-1.0,-2.961,-2.96,-1.61,-1.35, -45.6,Visa
3660,92880B,23,SLWZM8MR, METRIC LOCK WASHER ZINC,-1.0,-2.961,-2.96,-1.61,-1.35, -45.6,Visa
3661,92880B,23,PPMZM830MR, M8 30MM MACHINE SCREW PA,-1.0,-2.961,-2.96,-1.61,-1.35, -45.6,Visa
3662,92884B,23,BAG,GARBAGE BAG 3ML CLR/BLK,8.0,1.49,11.92,3.2,8.72,73.2,Debit
3663,92884B,23,01-3848D," DOWEL 3/8"" X 48""",1.0,1.99,1.99,0.85,1.14,57.3,Debit
3664,92886B,06,1800990,"24"" 1000 I-BEAM LEVEL",1.0,31.99,31.99,19.84,12.15,38.0,Visa
3665,92886B,06,CR301JF,TAJIMA CHALK-RITE JAM FR,1.0,34.99,34.99,22.34,12.65,36.2,Visa
3666,92886B,06,PLC2-R300,MICRO CHALK RED 300G,1.0,11.99,11.99,6.55,5.44,45.4,Visa
3667,92886B,06,0-136,DT IRON SCRUB BRUSH SCRU,2.0,3.99,7.98,3.0,4.98,62.4,Visa
3668,92886B,06,28302,"12"" / 300mm STAINLESS ST",4.0,2.99,11.96,6.44,5.52,46.2,Visa
3669,92886B,06,28304,"24"" / 600mm STAINLESS ST",1.0,7.99,7.99,3.4,4.59,57.4,Visa
3670,92888B,23,PKTZ101MR,"#10X1"" PH TEK SCREWS 8PC",1.0,2.49,2.49,1.18,1.31,52.6,Debit
3671,92888B,23,PKTZ812MR,"#8X1/2"" PH TEK SCREWS 11",1.0,3.29,3.29,1.61,1.68,51.1,Debit
3672,92889B,06,0306108,CORNER BRACE 4X1 HD ZINC,2.0,3.141,6.28,3.42,2.86,45.5,Mastercard
3673,92889B,06,LAGS, BULK LAG BOLTS BY KILO,0.37,17.991,6.66,2.88,3.78,56.8,Mastercard
3674,92889B,06,594SB-R,SOLI BRASS NARROW BUTT H,1.0,5.751,5.75,2.97,2.78,48.3,Mastercard
3675,92890B,23,116048135,48MMx55M BLUE TAPE SHURT,1.0,19.791,19.79,11.44,8.35,42.2,Visa
3676,92890B,23,12.001, FLATBACK PAPER TAPE 72mm,1.0,15.99,15.99,7.62,8.37,52.3,Visa
3677,92890B,23,STUCCOTAPEW,STUCCO TAPE WHITE,1.0,14.391,14.39,8.72,5.67,39.4,Visa
3678,92890B,23,TARP1218, 12X18 WHITE TARP,2.0,21.501,43.0,23.82,19.18,44.6,Visa
3679,92894B,06,927GABC,"8"" T HINGE GALVANIZED",2.0,27.99,55.98,29.86,26.12,46.7,"CHA-0217
"
3680,92894B,06,PKTZ1034VP," #10X3/4"" PH TEK SCREWS 1",1.0,16.19,16.19,8.1,8.09,50.0,"CHA-0217
"
3681,92894B,06,PHLIP4," 4"" PHLIP BIT #1,2,3",1.0,7.95,7.95,4.95,3.0,37.7,"CHA-0217
"
3682,92896B,06,DOU125BW, 1-1/4 UNVRSL FIT BM OSCI,1.0,16.99,16.99,9.5,7.49,44.1,"CHA-0217
"
3683,92896B,06,DOU125JBW,DIABLO 1 1/4 OSCI BIMETA,1.0,16.99,16.99,8.64,8.35,49.1,"CHA-0217
"
3684,92896B,06,DOU125CF3,"1-1/4"" UNVRSL FIT CRBDE",1.0,57.99,57.99,36.39,21.6,37.2,"CHA-0217
"
3685,92900A,23,TKR724A,"DIABLO 7-1/4"" 24T FRAMIN",2.0,16.99,33.98,22.5,11.48,33.8,Mastercard
3686,92900A,23,5711, MILWAUKEE WRECKER SAWZAL,2.0,9.99,19.98,7.6,12.38,62.0,Mastercard
3687,92903B,06,DA63," 2-1/2"" GALV FINISH NAILS",1.0,79.99,79.99,44.36,35.63,44.5,"CHA-0254
"
3688,92903B,06,30004,SHARPIE KING SIZE CHISEL,1.0,3.99,3.99,2.07,1.92,48.1,"CHA-0254
"
3689,92904A,23,DST16BL,REPL INSERT FOR DS234 SO,6.0,2.511,15.07,8.1,6.97,46.3,Mastercard
3690,92904A,23,560FBR," 4"" BLACK BARREL BOLT",1.0,6.291,6.29,3.4,2.89,45.9,Mastercard
3691,92908A,23,A79R010000, RATCHETING HARD HAT WHIT,2.0,18.99,37.98,23.46,14.52,38.2,Visa
3692,92910A,23,25705,SDS MAX HAMMER BIT 7/8 X,1.0,29.99,29.99,13.66,16.33,54.5,"CHA-163
"
3693,92910A,23,2080356,646D COMBINATION LOCK,1.0,9.99,9.99,4.5,5.49,55.0,"CHA-163
"
3694,92919B,06,L-2,OLFA KNIFE 18MM HD L-2,1.0,13.99,13.99,8.19,5.8,41.5,Visa
3695,92919B,06,LBB-10B,OLFA BLADE 18MM BLACK 10,1.0,12.591,12.59,6.95,5.64,44.8,Visa
3696,92919B,06,70007,3PC BLADE SET WITH HANDL,1.0,19.791,19.79,11.04,8.75,44.2,Visa
3697,92922A,23,BAC38SERP25-ORG,"3/8"" SERPENT HOSE 25' OR",1.0,24.59,24.59,18.6,5.99,24.4,Visa
3698,92924A,23,BREAKASCREW,break-a-screw,8.0,0.29,2.32,1.12,1.2,51.7,Visa
3699,92929B,06,LC450,AIRCRAFT CABLE GALV. 1/8,1.0,15.99,15.99,6.45,9.54,59.7,Debit
3700,92929B,06,3522C-B,"5/8"" BOAT SNAP SWIVEL EY",2.0,4.79,9.58,4.78,4.8,50.1,Debit
3701,92929B,06,LC400,"ALUMINUM SLEEVES 1/8""",1.0,1.99,1.99,0.72,1.27,63.8,Debit
3702,92935B,06,BU1,ECO FEE OIL AND LUBRICAN,2.0,0.11,0.22,0.22,0.0, 0.0,"CHA-443
"
3703,92951B,06,925FBR," HEAVY DUTY ""T"" HINGES 4""",2.0,11.691,23.38,12.72,10.66,45.6,Mastercard
3704,92957B,82,516R," 5/16"" POLY ROPE BY FOOT",975.0,0.07,68.25,39.0,29.25,42.9,"CHA-1245
"
3705,92959B,06,0378311,"3/16"" POLY ROPE PER FOOT",100.0,0.19,19.0,2.0,17.0,89.5,"CHA-1078
"
3706,92961B,82,316SS-R,"4-1/2"" HASP SS",1.0,12.79,12.79,6.36,6.43,50.3,"CHA-699
"
3707,92962A,06,NORETURN, SORRY NO RETURNS ON THIS,1.0,0.1,0.1,0.0,0.1, 100.0,Cash
3708,92963B,82,T73516," 5/16"" X 6"" SDS 3-EDGE HA",1.0,16.99,16.99,10.08,6.91,40.7,Debit
3709,92963B,82,LWSA06112L, LEAD SCREW ANCHOR 6-8 1-,8.0,0.39,3.12,1.2,1.92,61.5,Debit
3710,92965A,06,0164092,SYNKO LITE ALL PURPOSE 1,2.0,29.99,59.98,42.78,17.2,28.7,"CHA-663
"
3711,92966B,82,ONLINE, Code used to search Onli,1.0,0.0,0.0,0.0,0.0, 0.0,Cash
3712,92971B,82,0329488,WINSTON PRIVACY SATIN NI,2.0,32.0,64.0,45.58,18.42,28.8,Cash
3713,92971B,82,6323893,GE WHITE SILICONE TUBE K,1.0,11.691,11.69,8.41,3.28,28.1,Cash
3714,92971B,82,0534426,ALEX PLUS WHITE 300ML,1.0,3.49,3.49,2.68,0.81,23.2,Cash
3715,92974B,82,BAC38SERP25-ORG,"3/8"" SERPENT HOSE 25' OR",-1.0,-24.59,-24.59,-18.6,-5.99, -24.4,Visa
3716,92975A,06,RF8016C,RESTOR A FINISH EBONY,1.0,14.99,14.99,7.95,7.04,47.0,Debit
3717,92975A,06,CB814020, OM GEL STAIN SPANISH OAK,1.0,21.99,21.99,12.84,9.15,41.6,Debit
3718,92984B,06,DA63," 2-1/2"" GALV FINISH NAILS",1.0,79.99,79.99,44.36,35.63,44.5,"CHA-VAPRO
"
3719,92984B,06,ACQTH,ACQ TRIM HEADS,1.09,24.99,27.24,11.0,16.24,59.6,"CHA-VAPRO
"
3720,92984B,06,SP512,#12 SCREW PILOT BOSCH,1.0,5.99,5.99,1.96,4.03,67.3,"CHA-VAPRO
"
3721,92990A,06,LOCKNUT,ASSORTED LOCK NUTS,0.02,19.99,0.4,0.0,0.4, 100.0,Cash
3722,92990A,06,/H, acorn nut,3.0,0.49,1.47,0.81,0.66,44.9,Cash
3723,92991A,06,A1138,EG STAPLES A11 7/16 X 3/,1.0,5.99,5.99,3.24,2.75,45.9,"CHA-0527
"
3724,92992B,82,TGA14MK,"ALLIGATOR ANCHOR 1/4""",1.0,3.861,3.86,2.13,1.73,44.8,Mastercard
3725,92992B,82,T73014," 1/4"" X 6"" SDS 3-EDGE HAM",1.0,14.391,14.39,8.4,5.99,41.6,Mastercard
3726,92992B,82,48-20-7531," 1/4SDS BIT 6""",1.0,8.991,8.99,2.72,6.27,69.7,Mastercard
3727,92992B,82,PDA,PLASTIC DRYWALL ANCHOR,13.0,0.18,2.34,1.17,1.17,50.0,Mastercard
3728,92997B,06,9467531,SHEETROCK 20 1.25KG,1.0,15.99,15.99,9.75,6.24,39.0,"CHA-1299
"
3729,93001B,06,LU96R006M20,FREUD 160X48X20 LAMINATE,1.0,79.99,79.99,48.42,31.57,39.5,"CHA-1272
"
3730,93005B,06,RP-23/30, 23GA PIN NAILS GALVANIZE,1.0,8.99,8.99,3.73,5.26,58.5,"CHA-1272
"
3731,93005B,06,RP-23/35, 23GA PIN NAILS GALVANIZE,2.0,10.99,21.98,8.64,13.34,60.7,"CHA-1272
"
3732,93011B,06,5524FB-R," WOOD SCREWS BLK 8X1""",1.0,3.49,3.49,1.73,1.76,50.4,Cash
3733,93018B,06,UC133024180,"1-3/8"" COMPACT MOUNT PLA",15.0,2.511,37.67,15.3,22.37,59.4,Debit
3734,93018B,06,07.038, EURO HINGE COMPACT FACE,16.0,4.491,71.86,41.92,29.94,41.7,Debit
3735,93022B,82,48-22-8902, MILWAUKEE GLOVES LARGE,2.0,6.99,13.98,6.72,7.26,51.9,Mastercard
3736,93026B,06,BLUE48, 48MMx55M BLUE TAPE,2.0,12.99,25.98,16.24,9.74,37.5,"CHA-138
"
3737,93026B,06,12.001, FLATBACK PAPER TAPE 72mm,2.0,15.99,31.98,15.24,16.74,52.3,"CHA-138
"
3738,93026B,06,RAMBOARD, FLOOR PROTECTION PAPER R,2.0,65.95,131.9,91.58,40.32,30.6,"CHA-138
"
3739,93028A,82,2079507,CLEAR SAFETY GLASSES SAF,1.0,14.99,14.99,7.04,7.95,53.0,Visa
3740,93028A,82,V10201602XL,HI VIZ VEST YELLOW 2XL-3,1.0,30.69,30.69,14.59,16.1,52.5,Visa
3741,93030A,82,6999908,DOUBLE CYLINDER DEADBOLT,1.0,33.99,33.99,17.13,16.86,49.6,Visa
3742,93030A,82,0329432,HUNTINGTON PASSAGE SATIN,1.0,49.99,49.99,25.7,24.29,48.6,Visa
3743,93030A,82,0329486,WINSTON PASSAGE SATIN NI,1.0,34.99,34.99,19.81,15.18,43.4,Visa
3744,93037B,06,GRKRSS, GRK RSS STRUCTURAL SCREW,-0.345,-84.99,-29.32,-12.26,-17.06, -58.2,Cash
3745,93041B,06,02-D8408SN, INFINITY PAPER HOLDER NI,1.0,21.89,21.89,14.88,7.01,32.0,Mastercard
3746,93046B,06,AG562601, SANDING SPONGE MEDIUM FI,2.0,4.49,8.98,3.32,5.66,63.0,"CHA-0541
"
3747,93046B,06,540G," 5"" SANDING DISK 40 GRIT",3.0,0.99,2.97,0.78,2.19,73.7,"CHA-0541
"
3748,93046B,06,580G," 5"" BULK SANDING DISC 80",4.0,0.99,3.96,1.04,2.92,73.7,"CHA-0541
"
3749,93046B,06,5120G,"5"" BULK SANDING DISC 120",4.0,0.99,3.96,1.04,2.92,73.7,"CHA-0541
"
3750,93053B,06,LAGS, BULK LAG BOLTS BY KILO,0.2,19.99,4.0,1.56,2.44,61.0,"CHA-492
"
3751,93053B,06,140X-R," 4"" GATE HOOK & EYE ZINC",1.0,4.19,4.19,2.05,2.14,51.1,"CHA-492
"
3752,93053B,06,822FBB," 4"" BUTT HINGE BLACK SQUA",1.0,9.99,9.99,5.0,4.99,49.9,"CHA-492
"
3753,93053B,06,NP1BLK, NP1 BLACK 300ML,1.0,11.99,11.99,7.4,4.59,38.3,"CHA-492
"
3754,93054B,23,8517450,6MIL CLEAR POLY ROLL 10',1.0,34.99,34.99,17.43,17.56,50.2,"CHA-0208
"
3755,93054B,23,BLUE48, 48MMx55M BLUE TAPE,2.0,12.99,25.98,16.24,9.74,37.5,"CHA-0208
"
3756,93054B,23,22248,OUTDOOR ONLY BLUE TUCK T,2.0,12.99,25.98,16.28,9.7,37.3,"CHA-0208
"
3757,93054B,23,STUCCOTAPE, STUCCO TAPE RED,1.0,12.99,12.99,5.99,7.0,53.9,"CHA-0208
"
3758,93054B,23,HB-20B, OLFA BLADE 25MM 20PK,1.0,26.99,26.99,16.82,10.17,37.7,"CHA-0208
"
3759,93054B,23,48-32-4092, CARABINER PHILLIPS/ROBER,1.0,12.99,12.99,5.34,7.65,58.9,"CHA-0208
"
3760,93056B,23,60215,"16"" ALUM DUST PAN",1.0,22.99,22.99,11.87,11.12,48.4,"CHA-530
"
3761,93056B,23,09AG50458,AGF BIG SWEEP ANGLE BROO,1.0,17.99,17.99,9.06,8.93,49.6,"CHA-530
"
3762,93056B,23,AT99947,"PUSH BROOM 24"" MEDIUM",1.0,64.99,64.99,36.47,28.52,43.9,"CHA-530
"
3763,93058B,23,DUST135,SYNKO DUST CONTROL 13.5L,1.0,38.99,38.99,27.56,11.43,29.3,"CHA-1228
"
3764,93058B,23,AB424080, 4X24 80G SANDING BELT,2.0,3.99,7.98,3.94,4.04,50.6,"CHA-1228
"
3765,93058B,23,311MESH120G,MESH SANDPAPER 120 GRIT,1.0,2.39,2.39,1.17,1.22,51.0,"CHA-1228
"
3766,93058B,23,311MESH220G,"3""X11"" 220G SCREEN MESH",1.0,2.39,2.39,1.17,1.22,51.0,"CHA-1228
"
3767,93059B,23,1054142,1/4X3-5/8 PILOT DRILL BI,1.0,8.99,8.99,4.49,4.5,50.1,"CHA-NATURAL
"
3768,93059B,23,100-17," 6"" MILL BASTARD FILE",1.0,4.99,4.99,1.93,3.06,61.3,"CHA-NATURAL
"
3769,93059B,23,0411588,"HOOK & SAND 5"" 8H 120G 2",1.0,18.99,18.99,9.41,9.58,50.4,"CHA-NATURAL
"
3770,93059B,23,4072237,FIRE EXTINGUISHER MULTI-,1.0,84.99,84.99,56.26,28.73,33.8,"CHA-NATURAL
"
3771,93059B,23,252502, STYROFOAM WASHER WIND DE,45.0,0.29,13.05,5.85,7.2,55.2,"CHA-NATURAL
"
3772,93059B,23,126FEIN,FEIN WOOD CUT PRECISION,4.0,21.99,87.96,37.56,50.4,57.3,"CHA-NATURAL
"
3773,93059B,23,75-100," 1/8"" UP SPIRAL ROUTER BI",1.0,48.49,48.49,24.23,24.26,50.0,"CHA-NATURAL
"
3774,93059B,23,J570258,"1/8"" JET-KUT GOLD JOBBER",4.0,3.99,15.96,7.32,8.64,54.1,"CHA-NATURAL
"
3775,93060B,23,300000352,WINDOW FLASHING TAPE 60M,1.0,89.99,89.99,57.89,32.1,35.7,"CHA-0116
"
3776,93061B,06,HB-20B, OLFA BLADE 25MM 20PK,1.0,26.99,26.99,16.82,10.17,37.7,"CHA-0184
"
3777,93061B,06,88022,"3"" #2 PHILLIPS DRIVER BI",1.0,2.99,2.99,1.52,1.47,49.2,"CHA-0184
"
3778,93061B,06,355610, TOUCH N' FOAM PRO WINDOW,1.0,16.99,16.99,7.97,9.02,53.1,"CHA-0184
"
3779,93061B,06,FK92011,TITEBOND DURAMASTER BLAC,2.0,8.99,17.98,9.76,8.22,45.7,"CHA-0184
"
3780,93063B,06,LCB-65RB, RAZAR BLK BLADE 7-POINT,1.0,17.991,17.99,11.5,6.49,36.1,Visa
3781,93063B,06,CB50RBC,18MM PREMIUM CUTTER BLAD,1.0,9.891,9.89,5.24,4.65,47.0,Visa
3782,93063B,06,496305, RIPPING BLADE FOR TS55 P,1.0,83.0,83.0,49.8,33.2,40.0,Visa
3783,93063B,06,B-67197,5PK MAKITA MULTI TOOL BL,1.0,44.991,44.99,0.0,44.99, 100.0,Visa
3784,93070A,23,PKAZ81VP," #8X1"" PH METAL SCREWS ZI",-3.0,-6.561,-19.68,-10.92,-8.76, -44.5,Visa
3785,93071B,06,BUCKET5,5GAL BUCKET PAINT PAIL 1,1.0,8.99,8.99,5.4,3.59,39.9,"CHA-952
"
3786,93071B,06,1047174,SHOWA NITRILE GLOVES GAU,1.0,4.99,4.99,1.59,3.4,68.1,"CHA-952
"
3787,93071B,06,USB-SS, STAINLESS WIRE BRUSH,2.0,8.99,17.98,8.78,9.2,51.2,"CHA-952
"
3788,93074B,23,BUCKET5,5GAL BUCKET PAINT PAIL 1,1.0,8.99,8.99,5.4,3.59,39.9,Visa
3789,93074B,23,BUCKET1,1GAL BUCKET (4L),2.0,7.191,14.38,7.88,6.5,45.2,Visa
3790,93074B,23,OX-P141609, OX GUM RUBBER FLOAT 9 X,1.0,19.791,19.79,10.79,9.0,45.5,Visa
3791,93075A,06,5424SC," 24"" AGF FINE PUSH BROOM",1.0,29.99,29.99,17.37,12.62,42.1,"CHA-0758
"
3792,93075A,06,421464, SCOTT BLUE SHOP TOWELS,2.0,3.69,7.38,5.02,2.36,32.0,"CHA-0758
"
3793,93079A,06,T73016," 3/16"" X 6"" SDS 3-EDGE HA",1.0,14.391,14.39,8.98,5.41,37.6,Cash
3794,93083B,06,FKWZ103MR,10X3 WOOD SCREWS FLAT HE,1.0,3.29,3.29,1.61,1.68,51.1,"CHA-464
"
3795,93083B,06,PM2001M,"MAGNETIC LATCH 3/4""STAIN",1.0,9.99,9.99,5.53,4.46,44.6,"CHA-464
"
3796,93086A,17,0534510,ACOUSTI-SEAL 295ML,1.0,6.59,6.59,5.19,1.4,21.2,"CHA-1206
"
3797,93086A,17,22248,OUTDOOR ONLY BLUE TUCK T,2.0,12.99,25.98,16.28,9.7,37.3,"CHA-1206
"
3798,93086A,17,MSTA18Z,SIMPSON MSTA18Z 1 1/4 X,6.0,3.59,21.54,10.5,11.04,51.3,"CHA-1206
"
3799,93090A,06,RAMBOARD, FLOOR PROTECTION PAPER R,4.0,65.95,263.8,183.16,80.64,30.6,"CHA-1178
"
3800,93090A,06,TKR724A,"DIABLO 7-1/4"" 24T FRAMIN",3.0,16.99,50.97,33.75,17.22,33.8,"CHA-1178
"
3801,93090A,06,LCB-65RB, RAZAR BLK BLADE 7-POINT,1.0,19.99,19.99,11.5,8.49,42.5,"CHA-1178
"
3802,93090A,06,LBB-10B,OLFA BLADE 18MM BLACK 10,1.0,13.99,13.99,6.95,7.04,50.3,"CHA-1178
"
3803,93090A,06,76318,SD/SS PRO IMPACT TORX T1,2.0,2.99,5.98,3.46,2.52,42.1,"CHA-1178
"
3804,93090A,06,DHS3750,DIABLO 3 -3/4 HOLE SAW,1.0,26.79,26.79,13.39,13.4,50.0,"CHA-1178
"
3805,93090A,06,DHS4000,"DIABLO HOLE SAW 4""",1.0,30.99,30.99,15.52,15.47,49.9,"CHA-1178
"
3806,93090A,06,12.001, FLATBACK PAPER TAPE 72mm,2.0,15.99,31.98,15.24,16.74,52.3,"CHA-1178
"
3807,93090A,06,116048135,48MMx55M BLUE TAPE SHURT,2.0,21.99,43.98,22.88,21.1,48.0,"CHA-1178
"
3808,93090A,06,49-22-0175, FLAT BIT 8PC MILWAUKEE Q,1.0,39.99,39.99,17.75,22.24,55.6,"CHA-1178
"
3809,93091A,06,SILL4,"4"" WHITE SILL GASKET",1.0,5.99,5.99,2.59,3.4,56.8,"CHA-1363
"
3810,93091A,06,09-02925, 6 MIL INDUSTRIAL BAGS CL,30.0,2.0,60.0,42.3,17.7,29.5,"CHA-1363
"
3811,93091A,06,435003," TE-CX 5/16""-6"" HAMMER DR",1.0,22.29,22.29,4.18,18.11,81.2,"CHA-1363
"
3812,93091A,06,BL816,BLACKLINE CHALK 8OZ,1.0,10.99,10.99,5.93,5.06,46.0,"CHA-1363
"
3813,93091A,06,BAF-OIL8, 8 oz AIR TOOL OIL,1.0,10.99,10.99,6.25,4.74,43.1,"CHA-1363
"
3814,93091A,06,A1114,"A11 7/16 X 1/4"" EG STAPL",1.0,5.29,5.29,2.48,2.81,53.1,"CHA-1363
"
3815,93091A,06,260355, HILTI HPS 5/16X3-5/8,1.0,79.89,79.89,56.16,23.73,29.7,"CHA-1363
"
3816,93091A,06,42CW, .22 CAL SINGLE SHOT YELW,1.0,16.99,16.99,8.02,8.97,52.8,"CHA-1363
"
3817,93091A,06,1516RAM,"RAMSET PIN 2-1/2""",1.0,21.99,21.99,7.55,14.44,65.7,"CHA-1363
"
3818,93093A,09,205-02, INDOOR ONLY RED TUCK TAP,3.0,10.99,32.97,17.82,15.15,46.0,"CHA-108
"
3819,93093A,09,RAMBOARD, FLOOR PROTECTION PAPER R,4.0,65.95,263.8,183.16,80.64,30.6,"CHA-108
"
3820,93095A,23,205-02, INDOOR ONLY RED TUCK TAP,1.0,10.99,10.99,5.94,5.05,46.0,"CHA-MACANTA
"
3821,93095A,23,MAXBAGC,MAX GARBAGE BAGS CLEAR,1.0,34.99,34.99,22.14,12.85,36.7,"CHA-MACANTA
"
3822,93098A,23,/H, Wire,10.0,0.29,2.9,1.6,1.3,44.8,Visa
3823,93099B,23,DS1214BGPC," DIABLO 12"" GENERAL PURPO",2.0,8.49,16.98,8.3,8.68,51.1,"CHA-181
"
3824,93099B,23,48252122," 2 1/8"" SELFEED BIT MILWA",1.0,62.99,62.99,29.78,33.21,52.7,"CHA-181
"
3825,93099B,23,12-130," 1/2"" DOUBLE FLUTE STRAIG",1.0,33.99,33.99,18.38,15.61,45.9,"CHA-181
"
3826,93099B,23,DDD045DIA101F,"4.5"" DIAMOND METAL CUT-O",1.0,22.49,22.49,13.59,8.9,39.6,"CHA-181
"
3827,93101A,23,WS, WAFER SCREWS BULK,0.25,12.99,3.25,2.59,0.66,20.3,"CHA-492
"
3828,93102A,17,0534510,ACOUSTI-SEAL 295ML,4.0,6.59,26.36,20.76,5.6,21.2,"CHA-0527
"
3829,93108B,23,OSL114JF," 1-1/4"" PLUNGE CUT BLADE",2.0,21.99,43.98,27.36,16.62,37.8,Visa
3830,93110B,06,DOWTWHITE,SILICONE SEALANT TRANSLU,1.0,13.99,13.99,8.18,5.81,41.5,"CHA-375
"
3831,93110B,06,DOWWHITE, SILICONE SEALANT WHITE,1.0,13.99,13.99,8.18,5.81,41.5,"CHA-375
"
3832,93110B,06,4704706,SCOTCH MOUNTING TAPE 1/2,1.0,8.99,8.99,4.65,4.34,48.3,"CHA-375
"
3833,93110B,06,PSBZ1032134MR,10-32X1-3/4 MACHINE SCRE,1.0,3.29,3.29,1.61,1.68,51.1,"CHA-375
"
3834,93110B,06,580031, LEPAGE HD CONTACT CEMENT,1.0,6.99,6.99,3.97,3.02,43.2,"CHA-375
"
3835,93111A,06,2142142,"4-1/2""X3/64""X7/8"" ALL PU",1.0,48.99,48.99,29.99,19.0,38.8,"CHA-0728
"
3836,93111A,06,184520803,36MMx55M BLUE TAPE SHURT,1.0,15.99,15.99,8.47,7.52,47.0,"CHA-0728
"
3837,93113A,09,6S," 6"" CONE TIE SHORT EACH",100.0,0.99,99.0,50.0,49.0,49.5,"CHA-1206
"
3838,93113A,09,6L," 6"" CONE TIE LONG EACH",100.0,0.99,99.0,65.0,34.0,34.3,"CHA-1206
"
3839,93115B,06,BAF-OIL8, 8 oz AIR TOOL OIL,1.0,9.891,9.89,6.25,3.64,36.8,Visa
3840,93115B,06,DOS125CGP3, STARLOCK GENERAL PURPOSE,1.0,22.99,22.99,12.13,10.86,47.2,Visa
3841,93115B,06,DOS125CF3,"STARLOCK 1 1/4""CARBIDE M",1.0,22.99,22.99,12.13,10.86,47.2,Visa
3842,93115B,06,D1244X," DIABLO 12"" 44T GP BLADE",1.0,61.191,61.19,41.15,20.04,32.8,Visa
3843,93115B,06,D1024X," DIABLO 10"" 24T RIPPING B",1.0,49.491,49.49,33.43,16.06,32.5,Visa
3844,93116B,06,1628973,LEAK SEAL GREY 405G,1.0,21.99,21.99,14.01,7.98,36.3,"CHA-443
"
3845,93116B,06,T22554B,"12""X18T BIMETAL HACK BLD",3.0,4.29,12.87,6.15,6.72,52.2,"CHA-443
"
3846,93117B,23,D0641A," DIABLO 6-1/2"" 40T FINISH",1.0,31.99,31.99,16.44,15.55,48.6,Mastercard
3847,93117B,23,D0760A," DIABLO 7-1/4"" 60T ULTRA",1.0,36.99,36.99,19.47,17.52,47.4,Mastercard
3848,93124A,06,PKAZ8212VP, 8X2 1/2 PAN SKT T/A ZC 1,1.0,18.79,18.79,9.38,9.41,50.1,"CHA-0948
"
3849,93124A,06,T73016," 3/16"" X 6"" SDS 3-EDGE HA",1.0,15.99,15.99,8.98,7.01,43.8,"CHA-0948
"
3850,93132B,23,EFC,ECO FEE CORDLESS/CORDED,1.0,1.25,1.25,0.69,0.56,44.8,Visa
3851,93132B,23,MAR10453," 56"" MARSHALL PRY BAR",1.0,149.99,149.99,116.38,33.61,22.4,Visa
3852,93132B,23,2140412,"4-1/2"" ULTRA THIN CUTTIN",5.0,5.99,29.95,14.65,15.3,51.1,Visa
3853,93132B,23,301588, TIE WIRE 16ga 300' NON G,1.0,5.841,5.84,3.91,1.93,33.0,Visa
3854,93137B,06,TA10Z-R,"10-1/4"" STAIRCASE ANGLE",3.0,14.99,44.97,22.14,22.83,50.8,"CHA-0792
"
